Date,Time,Trade No.,Price,Effect,Legs
10/2/2019,3:45:00 PM,333,0.07,credit,"sell to close 10 x $198 call exp. 10/25/2019 (23 DTE); buy to close 10 x $204 call exp. 10/25/2019 (23 DTE)"
10/4/2019,3:45:00 PM,335,0.64,debit,"buy to open 10 x $197 call exp. 11/8/2019 (35 DTE); sell to open 10 x $201 call exp. 11/8/2019 (35 DTE)"
10/11/2019,3:45:00 PM,336,0.86,debit,"buy to open 10 x $199 call exp. 11/15/2019 (35 DTE); sell to open 10 x $204 call exp. 11/15/2019 (35 DTE)"
10/18/2019,3:45:00 PM,337,0.8,debit,"buy to open 10 x $199 call exp. 11/22/2019 (35 DTE); sell to open 10 x $204 call exp. 11/22/2019 (35 DTE)"
10/25/2019,3:45:00 PM,338,0.63,debit,"buy to open 10 x $202 call exp. 11/29/2019 (35 DTE); sell to open 10 x $207 call exp. 11/29/2019 (35 DTE)"
11/1/2019,3:45:00 PM,339,0.65,debit,"buy to open 10 x $205 call exp. 12/6/2019 (35 DTE); sell to open 10 x $210 call exp. 12/6/2019 (35 DTE)"
11/1/2019,4:00:00 PM,334,198.87,credit,"sell to close 1000 shares"
11/8/2019,3:45:00 PM,340,0.61,debit,"buy to open 10 x $208 call exp. 12/13/2019 (35 DTE); sell to open 10 x $213 call exp. 12/13/2019 (35 DTE)"
11/8/2019,4:00:00 PM,335,201.23,credit,"sell to close 1000 shares"
11/8/2019,4:00:00 PM,335,201.23,debit,"buy to close 1000 shares"
11/15/2019,3:45:00 PM,341,0.55,debit,"buy to open 10 x $209 call exp. 12/20/2019 (35 DTE); sell to open 10 x $213 call exp. 12/20/2019 (35 DTE)"
11/15/2019,4:00:00 PM,336,202.91,credit,"sell to close 1000 shares"
11/22/2019,3:45:00 PM,342,0.69,debit,"buy to open 10 x $207.5 call exp. 12/27/2019 (35 DTE); sell to open 10 x $212 call exp. 12/27/2019 (35 DTE)"
11/22/2019,4:00:00 PM,337,201.83,credit,"sell to close 1000 shares"
11/29/2019,3:45:00 PM,343,0.57,debit,"buy to open 10 x $211.5 call exp. 1/3/2020 (35 DTE); sell to open 10 x $216 call exp. 1/3/2020 (35 DTE)"
11/29/2019,4:00:00 PM,338,205.1,credit,"sell to close 1000 shares"
12/3/2019,3:45:00 PM,339,0.07,credit,"sell to close 10 x $205 call exp. 12/6/2019 (3 DTE); buy to close 10 x $210 call exp. 12/6/2019 (3 DTE)"
12/3/2019,3:45:00 PM,340,0.09,credit,"sell to close 10 x $208 call exp. 12/13/2019 (10 DTE); buy to close 10 x $213 call exp. 12/13/2019 (10 DTE)"
12/6/2019,3:45:00 PM,344,0.69,debit,"buy to open 10 x $211 call exp. 1/10/2020 (35 DTE); sell to open 10 x $215 call exp. 1/10/2020 (35 DTE)"
12/13/2019,3:45:00 PM,345,0.6,debit,"buy to open 10 x $213 call exp. 1/17/2020 (35 DTE); sell to open 10 x $217 call exp. 1/17/2020 (35 DTE)"
12/20/2019,3:45:00 PM,346,0.57,debit,"buy to open 10 x $217.5 call exp. 1/24/2020 (35 DTE); sell to open 10 x $222 call exp. 1/24/2020 (35 DTE)"
12/20/2019,4:00:00 PM,341,211.71,credit,"sell to close 1000 shares"
12/27/2019,3:45:00 PM,347,0.64,debit,"buy to open 10 x $221 call exp. 1/31/2020 (35 DTE); sell to open 10 x $226 call exp. 1/31/2020 (35 DTE)"
12/27/2019,4:00:00 PM,342,213.61,credit,"sell to close 1000 shares"
12/27/2019,4:00:00 PM,342,213.61,debit,"buy to close 1000 shares"
1/3/2020,3:45:00 PM,348,0.8,debit,"buy to open 10 x $222 call exp. 2/7/2020 (35 DTE); sell to open 10 x $227 call exp. 2/7/2020 (35 DTE)"
1/3/2020,4:00:00 PM,343,214.18,credit,"sell to close 1000 shares"
1/10/2020,3:45:00 PM,349,0.71,debit,"buy to open 10 x $226 call exp. 2/14/2020 (35 DTE); sell to open 10 x $231 call exp. 2/14/2020 (35 DTE)"
1/10/2020,4:00:00 PM,344,218.43,credit,"sell to close 1000 shares"
1/10/2020,4:00:00 PM,344,218.43,debit,"buy to close 1000 shares"
1/17/2020,3:45:00 PM,350,0.76,debit,"buy to open 10 x $230 call exp. 2/21/2020 (35 DTE); sell to open 10 x $235 call exp. 2/21/2020 (35 DTE)"
1/17/2020,4:00:00 PM,345,223.38,credit,"sell to close 1000 shares"
1/17/2020,4:00:00 PM,345,223.38,debit,"buy to close 1000 shares"
1/24/2020,3:45:00 PM,351,0.75,debit,"buy to open 10 x $231 call exp. 2/28/2020 (35 DTE); sell to open 10 x $236 call exp. 2/28/2020 (35 DTE)"
1/24/2020,4:00:00 PM,346,222.7,credit,"sell to close 1000 shares"
1/24/2020,4:00:00 PM,346,222.7,debit,"buy to close 1000 shares"
1/31/2020,3:45:00 PM,347,0.01,debit,"sell to close 10 x $221 call exp. 1/31/2020 (0 DTE); buy to close 10 x $226 call exp. 1/31/2020 (0 DTE)"
1/31/2020,3:45:00 PM,352,1.11,debit,"buy to open 10 x $228 call exp. 3/6/2020 (35 DTE); sell to open 10 x $234 call exp. 3/6/2020 (35 DTE)"
2/7/2020,3:45:00 PM,353,0.98,debit,"buy to open 10 x $238 call exp. 3/13/2020 (35 DTE); sell to open 10 x $245 call exp. 3/13/2020 (35 DTE)"
2/7/2020,4:00:00 PM,348,229.2,credit,"sell to close 1000 shares"
2/7/2020,4:00:00 PM,348,229.2,debit,"buy to close 1000 shares"
2/14/2020,3:45:00 PM,354,0.72,debit,"buy to open 10 x $243 call exp. 3/20/2020 (35 DTE); sell to open 10 x $248 call exp. 3/20/2020 (35 DTE)"
2/14/2020,4:00:00 PM,349,234.64,credit,"sell to close 1000 shares"
2/14/2020,4:00:00 PM,349,234.64,debit,"buy to close 1000 shares"
2/21/2020,3:45:00 PM,355,1.02,debit,"buy to open 10 x $240 call exp. 3/27/2020 (35 DTE); sell to open 10 x $247 call exp. 3/27/2020 (35 DTE)"
2/21/2020,4:00:00 PM,350,230.27,credit,"sell to close 1000 shares"
2/24/2020,3:45:00 PM,354,0.08,credit,"sell to close 10 x $243 call exp. 3/20/2020 (25 DTE); buy to close 10 x $248 call exp. 3/20/2020 (25 DTE)"
2/25/2020,3:45:00 PM,351,0.03,credit,"sell to close 10 x $231 call exp. 2/28/2020 (3 DTE); buy to close 10 x $236 call exp. 2/28/2020 (3 DTE)"
2/25/2020,3:45:00 PM,353,0.09,credit,"sell to close 10 x $238 call exp. 3/13/2020 (17 DTE); buy to close 10 x $245 call exp. 3/13/2020 (17 DTE)"
2/25/2020,3:45:00 PM,355,0.12,credit,"sell to close 10 x $240 call exp. 3/27/2020 (31 DTE); buy to close 10 x $247 call exp. 3/27/2020 (31 DTE)"
2/27/2020,3:45:00 PM,352,0.16,credit,"sell to close 10 x $228 call exp. 3/6/2020 (8 DTE); buy to close 10 x $234 call exp. 3/6/2020 (8 DTE)"
6/5/2020,3:45:00 PM,356,1.17,debit,"buy to open 10 x $251 call exp. 7/10/2020 (35 DTE); sell to open 10 x $260 call exp. 7/10/2020 (35 DTE)"
6/11/2020,3:45:00 PM,356,1.42,credit,"sell to close 10 x $251 call exp. 7/10/2020 (29 DTE); buy to close 10 x $260 call exp. 7/10/2020 (29 DTE)"
7/17/2020,3:45:00 PM,357,1.7,debit,"buy to open 10 x $276 call exp. 8/21/2020 (35 DTE); sell to open 10 x $290 call exp. 8/21/2020 (35 DTE)"
7/24/2020,3:45:00 PM,358,1.71,debit,"buy to open 10 x $272.5 call exp. 8/28/2020 (35 DTE); sell to open 10 x $285 call exp. 8/28/2020 (35 DTE)"
7/31/2020,3:45:00 PM,359,1.67,debit,"buy to open 10 x $280 call exp. 9/4/2020 (35 DTE); sell to open 10 x $292.5 call exp. 9/4/2020 (35 DTE)"
8/7/2020,3:45:00 PM,360,1.67,debit,"buy to open 10 x $287 call exp. 9/11/2020 (35 DTE); sell to open 10 x $299 call exp. 9/11/2020 (35 DTE)"
8/14/2020,3:45:00 PM,361,1.52,debit,"buy to open 10 x $288 call exp. 9/18/2020 (35 DTE); sell to open 10 x $300 call exp. 9/18/2020 (35 DTE)"
8/21/2020,3:45:00 PM,362,1.4,debit,"buy to open 10 x $297.5 call exp. 9/25/2020 (35 DTE); sell to open 10 x $307.5 call exp. 9/25/2020 (35 DTE)"
8/21/2020,4:00:00 PM,357,281.87,credit,"sell to close 1000 shares"
8/28/2020,3:45:00 PM,363,1.89,debit,"buy to open 10 x $312.5 call exp. 10/2/2020 (35 DTE); sell to open 10 x $327.5 call exp. 10/2/2020 (35 DTE)"
8/28/2020,4:00:00 PM,358,292.53,credit,"sell to close 1000 shares"
8/28/2020,4:00:00 PM,358,292.53,debit,"buy to close 1000 shares"
9/3/2020,3:45:00 PM,359,6.72,credit,"sell to close 10 x $280 call exp. 9/4/2020 (1 DTE); buy to close 10 x $292.5 call exp. 9/4/2020 (1 DTE)"
9/3/2020,3:45:00 PM,360,4.67,credit,"sell to close 10 x $287 call exp. 9/11/2020 (8 DTE); buy to close 10 x $299 call exp. 9/11/2020 (8 DTE)"
9/3/2020,3:45:00 PM,361,5.01,credit,"sell to close 10 x $288 call exp. 9/18/2020 (15 DTE); buy to close 10 x $300 call exp. 9/18/2020 (15 DTE)"
9/3/2020,3:45:00 PM,362,2.94,credit,"sell to close 10 x $297.5 call exp. 9/25/2020 (22 DTE); buy to close 10 x $307.5 call exp. 9/25/2020 (22 DTE)"
9/3/2020,3:45:00 PM,363,1.75,credit,"sell to close 10 x $312.5 call exp. 10/2/2020 (29 DTE); buy to close 10 x $327.5 call exp. 10/2/2020 (29 DTE)"
9/11/2020,3:45:00 PM,364,2.06,debit,"buy to open 10 x $291 call exp. 10/16/2020 (35 DTE); sell to open 10 x $307 call exp. 10/16/2020 (35 DTE)"
9/18/2020,3:45:00 PM,365,2.15,debit,"buy to open 10 x $287.5 call exp. 10/23/2020 (35 DTE); sell to open 10 x $304 call exp. 10/23/2020 (35 DTE)"
9/23/2020,3:45:00 PM,364,0.62,credit,"sell to close 10 x $291 call exp. 10/16/2020 (23 DTE); buy to close 10 x $307 call exp. 10/16/2020 (23 DTE)"
9/23/2020,3:45:00 PM,365,1.53,credit,"sell to close 10 x $287.5 call exp. 10/23/2020 (30 DTE); buy to close 10 x $304 call exp. 10/23/2020 (30 DTE)"
9/25/2020,3:45:00 PM,366,1.99,debit,"buy to open 10 x $292 call exp. 10/30/2020 (35 DTE); sell to open 10 x $307.5 call exp. 10/30/2020 (35 DTE)"
10/6/2020,3:45:00 PM,366,1.99,credit,"sell to close 10 x $292 call exp. 10/30/2020 (24 DTE); buy to close 10 x $307.5 call exp. 10/30/2020 (24 DTE)"
10/9/2020,3:45:00 PM,367,1.83,debit,"buy to open 10 x $306 call exp. 11/13/2020 (35 DTE); sell to open 10 x $320 call exp. 11/13/2020 (35 DTE)"
10/19/2020,3:45:00 PM,367,1.52,credit,"sell to close 10 x $306 call exp. 11/13/2020 (25 DTE); buy to close 10 x $320 call exp. 11/13/2020 (25 DTE)"
11/6/2020,3:45:00 PM,368,1.8,debit,"buy to open 10 x $314 call exp. 12/11/2020 (35 DTE); sell to open 10 x $330 call exp. 12/11/2020 (35 DTE)"
11/13/2020,3:45:00 PM,369,1.63,debit,"buy to open 10 x $309 call exp. 12/18/2020 (35 DTE); sell to open 10 x $323 call exp. 12/18/2020 (35 DTE)"
11/20/2020,3:45:00 PM,368,0.28,credit,"sell to close 10 x $314 call exp. 12/11/2020 (21 DTE); buy to close 10 x $330 call exp. 12/11/2020 (21 DTE)"
11/20/2020,3:45:00 PM,370,1.52,debit,"buy to open 10 x $306 call exp. 12/24/2020 (34 DTE); sell to open 10 x $319 call exp. 12/24/2020 (34 DTE)"
11/27/2020,3:45:00 PM,371,1.52,debit,"buy to open 10 x $314 call exp. 12/31/2020 (34 DTE); sell to open 10 x $329 call exp. 12/31/2020 (34 DTE)"
12/4/2020,3:45:00 PM,372,1.71,debit,"buy to open 10 x $322.5 call exp. 1/8/2021 (35 DTE); sell to open 10 x $340 call exp. 1/8/2021 (35 DTE)"
12/11/2020,3:45:00 PM,373,1.8,debit,"buy to open 10 x $319 call exp. 1/15/2021 (35 DTE); sell to open 10 x $334 call exp. 1/15/2021 (35 DTE)"
12/18/2020,3:45:00 PM,374,1.79,debit,"buy to open 10 x $324 call exp. 1/22/2021 (35 DTE); sell to open 10 x $337.5 call exp. 1/22/2021 (35 DTE)"
12/18/2020,4:00:00 PM,369,310.06,credit,"sell to close 1000 shares"
12/24/2020,4:00:00 PM,370,309.56,credit,"sell to close 1000 shares"
12/31/2020,3:45:00 PM,371,0.05,credit,"sell to close 10 x $314 call exp. 12/31/2020 (0 DTE); buy to close 10 x $329 call exp. 12/31/2020 (0 DTE)"
1/4/2021,3:45:00 PM,372,0.15,credit,"sell to close 10 x $322.5 call exp. 1/8/2021 (4 DTE); buy to close 10 x $340 call exp. 1/8/2021 (4 DTE)"
1/8/2021,3:45:00 PM,375,1.86,debit,"buy to open 10 x $336 call exp. 2/12/2021 (35 DTE); sell to open 10 x $350 call exp. 2/12/2021 (35 DTE)"
1/15/2021,3:45:00 PM,373,0.01,debit,"sell to close 10 x $319 call exp. 1/15/2021 (0 DTE); buy to close 10 x $334 call exp. 1/15/2021 (0 DTE)"
1/15/2021,3:45:00 PM,374,0.23,credit,"sell to close 10 x $324 call exp. 1/22/2021 (7 DTE); buy to close 10 x $337.5 call exp. 1/22/2021 (7 DTE)"
1/15/2021,3:45:00 PM,376,1.76,debit,"buy to open 10 x $330 call exp. 2/19/2021 (35 DTE); sell to open 10 x $342 call exp. 2/19/2021 (35 DTE)"
1/22/2021,3:45:00 PM,377,1.98,debit,"buy to open 10 x $344 call exp. 2/26/2021 (35 DTE); sell to open 10 x $360 call exp. 2/26/2021 (35 DTE)"
1/27/2021,3:45:00 PM,375,1.84,credit,"sell to close 10 x $336 call exp. 2/12/2021 (16 DTE); buy to close 10 x $350 call exp. 2/12/2021 (16 DTE)"
1/27/2021,3:45:00 PM,376,3.45,credit,"sell to close 10 x $330 call exp. 2/19/2021 (23 DTE); buy to close 10 x $342 call exp. 2/19/2021 (23 DTE)"
1/27/2021,3:45:00 PM,377,1.78,credit,"sell to close 10 x $344 call exp. 2/26/2021 (30 DTE); buy to close 10 x $360 call exp. 2/26/2021 (30 DTE)"
2/5/2021,3:45:00 PM,378,1.68,debit,"buy to open 10 x $348 call exp. 3/12/2021 (35 DTE); sell to open 10 x $362.5 call exp. 3/12/2021 (35 DTE)"
2/12/2021,3:45:00 PM,379,1.65,debit,"buy to open 10 x $352 call exp. 3/19/2021 (35 DTE); sell to open 10 x $365 call exp. 3/19/2021 (35 DTE)"
2/19/2021,3:45:00 PM,380,1.74,debit,"buy to open 10 x $348 call exp. 3/26/2021 (35 DTE); sell to open 10 x $361 call exp. 3/26/2021 (35 DTE)"
2/22/2021,3:45:00 PM,378,0.25,credit,"sell to close 10 x $348 call exp. 3/12/2021 (18 DTE); buy to close 10 x $362.5 call exp. 3/12/2021 (18 DTE)"
2/25/2021,3:45:00 PM,379,0.18,credit,"sell to close 10 x $352 call exp. 3/19/2021 (22 DTE); buy to close 10 x $365 call exp. 3/19/2021 (22 DTE)"
2/25/2021,3:45:00 PM,380,0.46,credit,"sell to close 10 x $348 call exp. 3/26/2021 (29 DTE); buy to close 10 x $361 call exp. 3/26/2021 (29 DTE)"
3/5/2021,3:45:00 PM,381,1.98,debit,"buy to open 10 x $328 call exp. 4/9/2021 (35 DTE); sell to open 10 x $342.5 call exp. 4/9/2021 (35 DTE)"
3/12/2021,3:45:00 PM,382,1.95,debit,"buy to open 10 x $335 call exp. 4/16/2021 (35 DTE); sell to open 10 x $351 call exp. 4/16/2021 (35 DTE)"
3/19/2021,3:45:00 PM,383,1.96,debit,"buy to open 10 x $333 call exp. 4/23/2021 (35 DTE); sell to open 10 x $350 call exp. 4/23/2021 (35 DTE)"
3/26/2021,3:45:00 PM,384,1.67,debit,"buy to open 10 x $331 call exp. 4/30/2021 (35 DTE); sell to open 10 x $345 call exp. 4/30/2021 (35 DTE)"
4/9/2021,3:45:00 PM,385,1.79,debit,"buy to open 10 x $352.5 call exp. 5/14/2021 (35 DTE); sell to open 10 x $367.5 call exp. 5/14/2021 (35 DTE)"
4/9/2021,4:00:00 PM,381,337.11,credit,"sell to close 1000 shares"
4/16/2021,3:45:00 PM,386,1.33,debit,"buy to open 10 x $357 call exp. 5/21/2021 (35 DTE); sell to open 10 x $368 call exp. 5/21/2021 (35 DTE)"
4/16/2021,4:00:00 PM,382,342.01,credit,"sell to close 1000 shares"
4/23/2021,3:45:00 PM,387,1.55,debit,"buy to open 10 x $355 call exp. 5/28/2021 (35 DTE); sell to open 10 x $367 call exp. 5/28/2021 (35 DTE)"
4/23/2021,4:00:00 PM,383,339.42,credit,"sell to close 1000 shares"
4/30/2021,3:45:00 PM,388,1.54,debit,"buy to open 10 x $352.5 call exp. 6/4/2021 (35 DTE); sell to open 10 x $366 call exp. 6/4/2021 (35 DTE)"
4/30/2021,4:00:00 PM,384,337.99,credit,"sell to close 1000 shares"
5/3/2021,3:45:00 PM,385,0.17,credit,"sell to close 10 x $352.5 call exp. 5/14/2021 (11 DTE); buy to close 10 x $367.5 call exp. 5/14/2021 (11 DTE)"
5/3/2021,3:45:00 PM,386,0.2,credit,"sell to close 10 x $357 call exp. 5/21/2021 (18 DTE); buy to close 10 x $368 call exp. 5/21/2021 (18 DTE)"
5/4/2021,3:45:00 PM,387,0.24,credit,"sell to close 10 x $355 call exp. 5/28/2021 (24 DTE); buy to close 10 x $367 call exp. 5/28/2021 (24 DTE)"
5/7/2021,3:45:00 PM,389,1.54,debit,"buy to open 10 x $349 call exp. 6/11/2021 (35 DTE); sell to open 10 x $362.5 call exp. 6/11/2021 (35 DTE)"
5/12/2021,3:45:00 PM,388,0.18,credit,"sell to close 10 x $352.5 call exp. 6/4/2021 (23 DTE); buy to close 10 x $366 call exp. 6/4/2021 (23 DTE)"
5/14/2021,3:45:00 PM,390,1.64,debit,"buy to open 10 x $342 call exp. 6/18/2021 (35 DTE); sell to open 10 x $354 call exp. 6/18/2021 (35 DTE)"
5/19/2021,3:45:00 PM,389,0.23,credit,"sell to close 10 x $349 call exp. 6/11/2021 (23 DTE); buy to close 10 x $362.5 call exp. 6/11/2021 (23 DTE)"
5/21/2021,3:45:00 PM,391,1.57,debit,"buy to open 10 x $342.5 call exp. 6/25/2021 (35 DTE); sell to open 10 x $356 call exp. 6/25/2021 (35 DTE)"
5/28/2021,3:45:00 PM,392,1.35,debit,"buy to open 10 x $348 call exp. 7/2/2021 (35 DTE); sell to open 10 x $360 call exp. 7/2/2021 (35 DTE)"
6/4/2021,3:45:00 PM,393,1.1,debit,"buy to open 10 x $350 call exp. 7/9/2021 (35 DTE); sell to open 10 x $360 call exp. 7/9/2021 (35 DTE)"
6/11/2021,3:45:00 PM,394,1.26,debit,"buy to open 10 x $353 call exp. 7/16/2021 (35 DTE); sell to open 10 x $365 call exp. 7/16/2021 (35 DTE)"
6/18/2021,3:45:00 PM,395,1.53,debit,"buy to open 10 x $357 call exp. 7/23/2021 (35 DTE); sell to open 10 x $370 call exp. 7/23/2021 (35 DTE)"
6/18/2021,4:00:00 PM,390,342.63,credit,"sell to close 1000 shares"
6/25/2021,3:45:00 PM,396,1.3,debit,"buy to open 10 x $363 call exp. 7/30/2021 (35 DTE); sell to open 10 x $375 call exp. 7/30/2021 (35 DTE)"
6/25/2021,4:00:00 PM,391,349.46,credit,"sell to close 1000 shares"
7/2/2021,3:45:00 PM,397,1.37,debit,"buy to open 10 x $372 call exp. 8/6/2021 (35 DTE); sell to open 10 x $384 call exp. 8/6/2021 (35 DTE)"
7/2/2021,4:00:00 PM,392,358.64,credit,"sell to close 1000 shares"
7/9/2021,3:45:00 PM,398,1.38,debit,"buy to open 10 x $376 call exp. 8/13/2021 (35 DTE); sell to open 10 x $388 call exp. 8/13/2021 (35 DTE)"
7/9/2021,4:00:00 PM,393,361.01,credit,"sell to close 1000 shares"
7/9/2021,4:00:00 PM,393,361.01,debit,"buy to close 1000 shares"
7/16/2021,3:45:00 PM,399,1.65,debit,"buy to open 10 x $372 call exp. 8/20/2021 (35 DTE); sell to open 10 x $385 call exp. 8/20/2021 (35 DTE)"
7/16/2021,4:00:00 PM,394,357.6,credit,"sell to close 1000 shares"
7/23/2021,3:45:00 PM,400,1.38,debit,"buy to open 10 x $382 call exp. 8/27/2021 (35 DTE); sell to open 10 x $394 call exp. 8/27/2021 (35 DTE)"
7/23/2021,4:00:00 PM,395,368.2,credit,"sell to close 1000 shares"
7/30/2021,3:45:00 PM,401,1.43,debit,"buy to open 10 x $379 call exp. 9/3/2021 (35 DTE); sell to open 10 x $390 call exp. 9/3/2021 (35 DTE)"
7/30/2021,4:00:00 PM,396,364.57,credit,"sell to close 1000 shares"
8/2/2021,3:45:00 PM,397,0.2,credit,"sell to close 10 x $372 call exp. 8/6/2021 (4 DTE); buy to close 10 x $384 call exp. 8/6/2021 (4 DTE)"
8/6/2021,3:45:00 PM,398,0.15,credit,"sell to close 10 x $376 call exp. 8/13/2021 (7 DTE); buy to close 10 x $388 call exp. 8/13/2021 (7 DTE)"
8/6/2021,3:45:00 PM,402,1.25,debit,"buy to open 10 x $381 call exp. 9/10/2021 (35 DTE); sell to open 10 x $390 call exp. 9/10/2021 (35 DTE)"
8/11/2021,3:45:00 PM,400,0.16,credit,"sell to close 10 x $382 call exp. 8/27/2021 (16 DTE); buy to close 10 x $394 call exp. 8/27/2021 (16 DTE)"
8/13/2021,3:45:00 PM,403,1.05,debit,"buy to open 10 x $382 call exp. 9/17/2021 (35 DTE); sell to open 10 x $390 call exp. 9/17/2021 (35 DTE)"
8/17/2021,3:45:00 PM,399,0.14,credit,"sell to close 10 x $372 call exp. 8/20/2021 (3 DTE); buy to close 10 x $385 call exp. 8/20/2021 (3 DTE)"
8/20/2021,3:45:00 PM,404,1.43,debit,"buy to open 10 x $381 call exp. 9/24/2021 (35 DTE); sell to open 10 x $392 call exp. 9/24/2021 (35 DTE)"
8/27/2021,3:45:00 PM,405,1.28,debit,"buy to open 10 x $387.5 call exp. 10/1/2021 (35 DTE); sell to open 10 x $397 call exp. 10/1/2021 (35 DTE)"
9/3/2021,3:45:00 PM,406,1.29,debit,"buy to open 10 x $394 call exp. 10/8/2021 (35 DTE); sell to open 10 x $404 call exp. 10/8/2021 (35 DTE)"
9/3/2021,4:00:00 PM,401,381.57,credit,"sell to close 1000 shares"
9/10/2021,3:45:00 PM,402,0.01,debit,"sell to close 10 x $381 call exp. 9/10/2021 (0 DTE); buy to close 10 x $390 call exp. 9/10/2021 (0 DTE)"
9/10/2021,3:45:00 PM,407,1.81,debit,"buy to open 10 x $390 call exp. 10/15/2021 (35 DTE); sell to open 10 x $402 call exp. 10/15/2021 (35 DTE)"
9/14/2021,3:45:00 PM,403,0.17,credit,"sell to close 10 x $382 call exp. 9/17/2021 (3 DTE); buy to close 10 x $390 call exp. 9/17/2021 (3 DTE)"
9/17/2021,3:45:00 PM,406,0.14,credit,"sell to close 10 x $394 call exp. 10/8/2021 (21 DTE); buy to close 10 x $404 call exp. 10/8/2021 (21 DTE)"
9/17/2021,3:45:00 PM,408,1.52,debit,"buy to open 10 x $387 call exp. 10/22/2021 (35 DTE); sell to open 10 x $397.5 call exp. 10/22/2021 (35 DTE)"
9/20/2021,3:45:00 PM,404,0.1,credit,"sell to close 10 x $381 call exp. 9/24/2021 (4 DTE); buy to close 10 x $392 call exp. 9/24/2021 (4 DTE)"
9/20/2021,3:45:00 PM,405,0.08,credit,"sell to close 10 x $387.5 call exp. 10/1/2021 (11 DTE); buy to close 10 x $397 call exp. 10/1/2021 (11 DTE)"
9/20/2021,3:45:00 PM,407,0.23,credit,"sell to close 10 x $390 call exp. 10/15/2021 (25 DTE); buy to close 10 x $402 call exp. 10/15/2021 (25 DTE)"
9/24/2021,3:45:00 PM,409,1.29,debit,"buy to open 10 x $387 call exp. 10/29/2021 (35 DTE); sell to open 10 x $396 call exp. 10/29/2021 (35 DTE)"
9/28/2021,3:45:00 PM,408,0.2,credit,"sell to close 10 x $387 call exp. 10/22/2021 (24 DTE); buy to close 10 x $397.5 call exp. 10/22/2021 (24 DTE)"
10/1/2021,3:45:00 PM,410,1.76,debit,"buy to open 10 x $377 call exp. 11/5/2021 (35 DTE); sell to open 10 x $390 call exp. 11/5/2021 (35 DTE)"
10/4/2021,3:45:00 PM,409,0.1,credit,"sell to close 10 x $387 call exp. 10/29/2021 (25 DTE); buy to close 10 x $396 call exp. 10/29/2021 (25 DTE)"
10/8/2021,3:45:00 PM,411,1.62,debit,"buy to open 10 x $376 call exp. 11/12/2021 (35 DTE); sell to open 10 x $386 call exp. 11/12/2021 (35 DTE)"
10/15/2021,3:45:00 PM,412,1.09,debit,"buy to open 10 x $382 call exp. 11/19/2021 (35 DTE); sell to open 10 x $390 call exp. 11/19/2021 (35 DTE)"
10/22/2021,3:45:00 PM,413,1.42,debit,"buy to open 10 x $387 call exp. 11/26/2021 (35 DTE); sell to open 10 x $398 call exp. 11/26/2021 (35 DTE)"
10/29/2021,3:45:00 PM,414,1.58,debit,"buy to open 10 x $399 call exp. 12/3/2021 (35 DTE); sell to open 10 x $412 call exp. 12/3/2021 (35 DTE)"
11/5/2021,3:45:00 PM,415,1.66,debit,"buy to open 10 x $416 call exp. 12/10/2021 (35 DTE); sell to open 10 x $431 call exp. 12/10/2021 (35 DTE)"
11/5/2021,4:00:00 PM,410,398.6,credit,"sell to close 1000 shares"
11/5/2021,4:00:00 PM,410,398.6,debit,"buy to close 1000 shares"
11/12/2021,3:45:00 PM,416,1.71,debit,"buy to open 10 x $412 call exp. 12/17/2021 (35 DTE); sell to open 10 x $428 call exp. 12/17/2021 (35 DTE)"
11/12/2021,4:00:00 PM,411,394.7,credit,"sell to close 1000 shares"
11/12/2021,4:00:00 PM,411,394.7,debit,"buy to close 1000 shares"
11/19/2021,3:45:00 PM,417,1.68,debit,"buy to open 10 x $420 call exp. 12/23/2021 (34 DTE); sell to open 10 x $435 call exp. 12/23/2021 (34 DTE)"
11/19/2021,4:00:00 PM,412,403.99,credit,"sell to close 1000 shares"
11/19/2021,4:00:00 PM,412,403.99,debit,"buy to close 1000 shares"
11/26/2021,3:45:00 PM,415,0.19,credit,"sell to close 10 x $416 call exp. 12/10/2021 (14 DTE); buy to close 10 x $431 call exp. 12/10/2021 (14 DTE)"
11/26/2021,3:45:00 PM,413,5.5,credit,"sell to close 10 x $387 call exp. 11/26/2021 (0 DTE); buy to close 10 x $398 call exp. 11/26/2021 (0 DTE)"
11/26/2021,3:45:00 PM,414,1.79,credit,"sell to close 10 x $399 call exp. 12/3/2021 (7 DTE); buy to close 10 x $412 call exp. 12/3/2021 (7 DTE)"
11/26/2021,3:45:00 PM,416,0.94,credit,"sell to close 10 x $412 call exp. 12/17/2021 (21 DTE); buy to close 10 x $428 call exp. 12/17/2021 (21 DTE)"
11/26/2021,3:45:00 PM,417,0.49,credit,"sell to close 10 x $420 call exp. 12/23/2021 (27 DTE); buy to close 10 x $435 call exp. 12/23/2021 (27 DTE)"
12/10/2021,3:45:00 PM,418,1.84,debit,"buy to open 10 x $415 call exp. 1/14/2022 (35 DTE); sell to open 10 x $429 call exp. 1/14/2022 (35 DTE)"
12/17/2021,3:45:00 PM,419,1.93,debit,"buy to open 10 x $406 call exp. 1/21/2022 (35 DTE); sell to open 10 x $422 call exp. 1/21/2022 (35 DTE)"
12/31/2021,3:45:00 PM,420,1.83,debit,"buy to open 10 x $415 call exp. 2/4/2022 (35 DTE); sell to open 10 x $430 call exp. 2/4/2022 (35 DTE)"
